公司代码,公司简称,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,地 区,省 份,城 市,所属行业,公司网址
000498,丹东化纤,丹东化学纤维股份有限公司,"DANDONG CHEMICAL FIBRE CO.,LTD",辽宁省丹东市振兴区纤维街58号,498,*ST 丹化,6/9/1997,"440,700,000","274,638,744",东北,辽宁,丹东市,C4 石化塑胶,www.dcfic.com
000501,鄂 武 商,武汉武商集团股份有限公司,WUHAN DEPARTMENT STORE GROUP CO.LTD,湖北省武汉市江汉区解放大道690 号,501,鄂武商Ａ,11/20/1992,"507,248,590","507,199,303",华中,湖北,武汉市,H 批发零售,www.wushang.com.cn
000502,绿景地产,绿景地产股份有限公司,"LVJING REALESATE CO.,LTD",广东省广州市天河区林和中路136号天誉花园二期四楼D区,502,绿景地产,11/23/1992,"184,819,607","183,012,781",华南,广东,广州市,J 房地产业,www.000502.cn
000503,海虹控股,海虹企业(控股)股份有限公司,"SEARAINBOW HOLDING CO.,LTD",海南省海口市文华路18号文华大酒店七层,503,海虹控股,11/30/1992,"749,018,504","568,981,855",华南,海南,海口市,M 综合类,www.searainbow.com
000504,赛迪传媒,北京赛迪传媒投资股份有限公司,"BEIJING CCID MEDIA INVESTMENTS CO.,LTD",北京市昌平区科技园区火炬街甲12号206室,504,*ST传媒,12/8/1992,"311,573,901","309,877,144",华北,北京,北京市,L 传播文化,www.ccidmedia.com
000505,珠江控股,海南珠江控股股份有限公司,"HAINAN PEARL RIVER HOLDINGS CO.,LTD",海南省海口市滨海大道珠江广场帝豪大厦29楼,505,*ST珠江,12/21/1992,"361,770,404","357,774,966",华南,海南,海口市,J 房地产业,
000506,中润投资,山东中润投资控股集团股份有限公司,"ShanDong ZhongRun Investment Holding Group Co.,Ltd.",山东省济南市顺河街176号,506,中润投资,3/12/1993,"774,181,468","194,823,225",华东,山东,济南市,J 房地产业,
000507,粤 富 华,珠海经济特区富华集团股份有限公司,"FUHUA GROUP CO.,LTD.ZHUHAI S.E.Z.",广东省珠海市拱北北岭工业区,507,粤 富 华,3/26/1993,"344,997,420","303,211,017",华南,广东,珠海市,M 综合类,www.0507.com.cn
000509,华塑控股,华塑控股股份有限公司,"Huasu Holdings CO.,Ltd",四川省南充市涪江路117号,509,S*ST华塑,5/7/1993,"250,009,885","150,795,634",西南,四川,南充市,A 农林牧渔,www.000509.com
000510,金路集团,四川金路集团股份有限公司,"SICHUAN JINLU GROUP CO., LTD",四川省德阳市岷江西路二段57号金路大厦,510,金路集团,5/7/1993,"609,182,254","609,065,700",西南,四川,德阳市,C4 石化塑胶,www.JINLU.NET
000511,银基发展,沈阳银基发展股份有限公司,"SHENYANG INGENIOUS DEVELOPMENT CO.,LTD",辽宁省沈阳市沈河区青年大街109号,511,银基发展,5/18/1993,"1,154,832,011","1,154,806,692",东北,辽宁,沈阳市,J 房地产业,www.ingin.com
000512,闽 灿 坤,厦门灿坤实业股份有限公司,"TSANN KUEN(CHINA)ENTERPRISE CO.,LTD",福建省厦门市湖里工业区兴隆路88号,,,,0,0,华东,福建,厦门市,C7 机械设备,www.tsannkuen.com
000513,丽珠集团,丽珠医药集团股份有限公司,"LIVZON PHARMACEUTICAL GROUP CO.,LTD",广东省珠海市拱北桂花北路132号,513,丽珠集团,10/28/1993,"183,728,498","177,621,074",华南,广东,珠海市,C8 医药生物,www.livzon.com
000514,渝 开 发,重庆渝开发股份有限公司,"CHONGQING YUKAIFA CO.,LTD",重庆市渝中区曾家岩1号附1号,514,渝 开 发,7/12/1993,"697,331,377","694,400,208",西南,重庆,重庆市,J 房地产业,www.cqukf.com
000516,开元控股,西安开元控股集团股份有限公司,XIAN KAIYUAN HOLDING GROUP COMPANY LIMITED,陕西省西安市解放市场6号,516,开元控股,8/9/1993,"375,484,064","285,139,436",西北,陕西,西安市,H 批发零售,www.kyholding.com
000517,荣安地产,荣安地产股份有限公司,Rongan Property Co.Ltd,中国宁波市海曙区灵桥路513号（14-12）,517,荣安地产,8/6/1993,"1,061,307,495","122,513,330",华东,浙江,宁波市,J 房地产业,www.000517.com
000518,四环生物,江苏四环生物股份有限公司,"JIANGSU SIHUAN BIOENGINEERING CO.,LTD",江苏省江阴市滨江开发区,518,*ST生物,9/8/1993,"1,029,556,222","900,824,580",华东,江苏,无锡市,C8 医药生物,www.shsw.com.cn
000519,银河动力,成都银河动力股份有限公司,CHENGDU　 GALAXY 　POWER　CO.，LTD,四川省成都市新都区龙桥镇,519,银河动力,10/8/1993,"191,153,600","156,362,792",西南,四川,成都市,C7 机械设备,www.yhdle.com
000520,长航凤凰,长航凤凰股份有限公司,"CHANGHANG PHOENIX CO.,LTD",湖北省武汉市江汉区民权路39号,520,长航凤凰,10/25/1993,"674,722,303","669,144,645",华中,湖北,武汉市,F 运输仓储,www.csc-hy.com.cn
000521,美菱电器,合肥美菱股份有限公司,"HEFEI MEILING CO.,LTD",合肥市经济技术开发区莲花路2163号,521,美菱电器,10/18/1993,"300,542,949","263,593,560",华东,安徽,合肥市,C7 机械设备,www.meiling.com
000522,白 云 山,广州白云山制药股份有限公司,"GUANGZHOU BAIYUNSHAN PHARMACEUTICAL CO.,LTD.",广东省广州市白云区同和街云祥路88号,522,白云山Ａ,11/8/1993,"469,053,689","468,799,621",华南,广东,广州市,C8 医药生物,www.gzbys.com
000523,广州浪奇,广州市浪奇实业股份有限公司,"LONKEY INDUSTRIAL CO.LTD., GUANGZHOU",广东省广州市天河区黄埔大道东128号,523,广州浪奇,11/8/1993,"172,581,794","94,154,390",华南,广东,广州市,C4 石化塑胶,www.lonkey.com.cn
000524,东方宾馆,广州市东方宾馆股份有限公司,"GUANGZHOU DONGFANG HOTEL CO., LTD",广东省广州市流花路120号,524,东方宾馆,11/18/1993,"269,673,744","269,671,562",华南,广东,广州市,K 社会服务,www.dongfanghotel-gz.com
000525,红 太 阳,南京红太阳股份有限公司,"NANJING REDSUN CO., LTD",南京市高淳县桠溪镇东风路8号,525,红 太 阳,10/28/1993,"280,238,842","276,417,202",华东,江苏,南京市,C4 石化塑胶,www.china-redsun.com
000526,旭飞投资,厦门旭飞投资股份有限公司,"XIAMEN SUNRISE INVESTMENT CO.,LTD",福建省厦门市湖里区寨上长乐路1号,526,旭飞投资,11/1/1993,"96,195,107","96,195,107",华东,福建,厦门市,M 综合类,www.good-time.com.cn
000527,美的电器,广东美的电器股份有限公司,"GUANGDONG MIDEA ELECTRIC APPLIANCES CO., LTD",广东省佛山市顺德区北滘镇蓬莱路,527,美的电器,11/12/1993,"2,080,176,851","2,080,176,851",华南,广东,佛山市,C7 机械设备,www.midea.com.cn
000528,柳 工,广西柳工机械股份有限公司,"GUANGXI LIUGONG MACHINERY CO., LTD",广西壮族自治区柳州市柳太路1号,528,柳 工,11/18/1993,"650,161,424","650,143,876",华南,广西,柳州市,C7 机械设备,www.liugong.com
000529,广弘控股,广东广弘控股股份有限公司,"GUANGDONG GUANGHONG HOLDINGS CO.,LTD",广东省鹤山市人民西路40号,529,广弘控股,11/18/1993,"583,790,330","237,662,175",华南,广东,江门市,C0 食品饮料,www.meiya.com.cn
000530,大冷股份,大连冷冻机股份有限公司,"DALIAN REFRIGERATION CO., LTD",辽宁省大连市沙河口区西南路888号,530,大冷股份,12/8/1993,"235,014,975","158,067,179",东北,辽宁,大连市,C7 机械设备,www.daleng.cn
000531,穗 恒 运,广州恒运企业集团股份有限公司,"GUANGZHOU HENGYUN ENTERPRISES HOLDING CO.,LTD",广东省广州开发区开发大道235号恒运大厦6-6M层,531,穗恒运Ａ,1/6/1994,"266,521,260","266,512,567",华南,广东,广州市,D 水电煤气,www.hengyun.com.cn
000532,力合股份,力合股份有限公司,"LIHE CO.,LTD",广东省珠海市唐家大学路101 号清华科技园创业大楼第六层东楼,532,力合股份,1/3/1994,"344,708,340","341,277,424",华南,广东,珠海市,D 水电煤气,www.chinalihe.com
000533,万 家 乐,广东万家乐股份有限公司,"GUANGDONG MACRO CO.,LTD",广东省佛山市顺德区大良顺峰山工业区,533,万 家 乐,1/3/1994,"690,816,000","678,684,318",华南,广东,佛山市,C7 机械设备,www.macro.com.cn
000534,万泽股份,广东万泽实业股份有限公司,"GUANGDONG WEDGE INDUSTRIAL CO.,LTD",广东省汕头市珠池路23号光明大厦B座8楼,534,万泽股份,1/10/1994,"255,111,096","207,458,666",华南,广东,汕头市,D 水电煤气,www.huadian.com
000536,华映科技,华映科技（集团）股份有限公司,"MINDONG ELECTRIC (GROUP) CO., LTD",福州市马尾区儒江西路6号1#楼第三、四层,536,闽闽东,11/26/1993,"700,493,506","85,403,828",华东,福建,福州市,C7 机械设备,www.mddjg.com
000537,广宇发展,天津广宇发展股份有限公司,"TIANJIN GUANGYU DEVELOPMENT CO., LTD",天津市经济技术开发区第三大街16号（泰达中心）,537,广宇发展,12/10/1993,"512,717,581","512,454,283",华北,天津,天津市,M 综合类,www.gyfz000537.com
000538,云南白药,云南白药集团股份有限公司,"YUNNAN BAIYAO GROUP CO.,LTD",云南省昆明市国家高新技术产业开发区,538,云南白药,12/15/1993,"534,051,138","484,034,922",西南,云南,昆明市,C8 医药生物,www.yunnanbaiyao.com.cn
000539,粤 电 力,广东电力发展股份有限公司,"GUANGDONG ELECTRIC POWER DEVELOPMENT CO., LTD",广东省广州市天河东路2号粤电广场南塔23-26楼,539,粤电力Ａ,11/26/1993,"1,994,064,000","1,987,933,202",华南,广东,广州市,D 水电煤气,www.ged.com.cn
000540,中天城投,中天城投集团股份有限公司,Zhongtian Urban Development Group Company Limited,贵阳市中华中路1号峰会国际大厦8楼,540,中天城投,2/2/1994,"913,437,352","481,489,369",西南,贵州,贵阳市,M 综合类,www.gz-info.gov.cn/qiye/zhong
000541,佛山照明,佛山电器照明股份有限公司,"FOSHAN ELECTRICAL AND LIGHTING CO., LTD",广东省佛山市禅城区汾江北路64 号,541,佛山照明,11/23/1993,"753,338,745","615,646,150",华南,广东,佛山市,C7 机械设备,www.Chinafsl.Com
000543,皖能电力,安徽省皖能股份有限公司,"AN HUI WENERGY CO.,LTD",安徽省合肥市马鞍山路76号,543,皖能电力,12/20/1993,"773,008,816","772,999,126",华东,安徽,合肥市,D 水电煤气,www.wenergy.com.cn
000544,中原环保,中原环保股份有限公司,"ZHONGYUAN ENVIRONMENT PROTECTION CO.,LCD",河南省郑州市纬四路东段19 号广发大厦15层,544,中原环保,12/8/1993,"269,459,799","114,178,626",华中,河南,郑州市,C6 金属非金属,www.zyhuanbao.com
000545,吉林制药,吉林制药股份有限公司,"JILIN PHARMACEUTICAL CO., LTD",吉林省吉林市经济开发区人达街9号,545,吉林制药,12/15/1993,"158,243,632","116,010,088",东北,吉林,吉林市,C8 医药生物,www.jlzcyy.com/
000546,光华控股,吉林光华控股集团股份有限公司,"JILIN GUANGHUA HOLDING GROUP CO.,LTD.",中国吉林省长春市西安大路727号中银大厦A 座1701室,546,光华控股,12/15/1993,"169,506,479","146,238,131",东北,吉林,长春市,J 房地产业,
000547,神州学人,神州学人集团股份有限公司,"CHINASCHOLARS GROUP CO., LTD",福建省福州市工业路223号,547,闽福发Ａ,11/30/1993,"244,846,347","195,962,918",华东,福建,福州市,G 信息技术,www.fufa.com
000548,湖南投资,湖南投资集团股份有限公司,"HUNAN INVESTMENT GROUP CO.,LTD",湖南省长沙市高新技术产业开发区C4组团A－718号,548,湖南投资,12/20/1993,"499,215,811","397,789,900",华中,湖南,长沙市,K 社会服务,www.hntz.com.cn
000550,江铃汽车,江铃汽车股份有限公司,"JIANGLING MOTORS CO., LTD",江西省南昌市迎宾北大道509号,550,江铃汽车,12/1/1993,"519,214,000","515,972,455",华东,江西,南昌市,C7 机械设备,www.jmc.com.cn
000551,创元科技,创元科技股份有限公司,"CREATE TECHNOLOGY & SCIENCE CO.,LTD",苏州市高新区鹿山路35 号,551,创元科技,1/6/1994,"241,726,394","241,665,494",华东,江苏,苏州市,C7 机械设备,www.000551.cn
000552,靖远煤电,甘肃靖远煤电股份有限公司,"GANSU JINGYUAN COAL INDUSTRY AND ELECTRICITY POWER CO., LTD.",甘肃省白银市平川区王家山镇,552,靖远煤电,1/6/1994,"177,870,000","102,133,124",西北,甘肃,白银市,B 采掘业,www.changfeng.info.com
000553,沙 隆 达,湖北沙隆达股份有限公司,"HUBEI SANONDA CO., LTD",湖北省荆州市北京东路93号,553,沙隆达Ａ,12/3/1993,"363,923,220","363,880,508",华中,湖北,荆州市,C4 石化塑胶,www.sanonda.com.cn
000554,泰山石油,中国石化山东泰山石油股份有限公司,"SINOPEC SHANDONG TAISHAN PETROLEUM CO.,LTD.",山东省泰安市东岳大街104号,554,泰山石油,12/15/1993,"480,793,318","362,586,041",华东,山东,泰安市,H 批发零售,
000555,太光电信,深圳市太光电信股份有限公司,"SHENZHEN TECHO TEL CO.,LTD",深圳市福田区滨河路北与彩田路东联合广场A座3608室,555,ST 太 光,4/8/1994,"90,627,680","90,627,680",华南,广东,深圳市,G 信息技术,www.techo.com
000557,银 广 夏,广夏(银川)实业股份有限公司,"GUANGXIA(YINCHUAN) INDUSTRY CO., LTD",宁夏银川市高新技术产业开发区15号路东,557,ST银广夏,6/17/1994,"686,133,996","659,596,804",西北,宁夏,银川市,C8 医药生物,www.guangxia.com.cn
000558,莱茵置业,莱茵达置业股份有限公司,"LANDER REAL ESTATE CO.,LTD",浙江省杭州市文三路535 号莱茵达大厦,558,莱茵置业,5/9/1994,"370,746,559","124,432,793",华东,浙江,杭州市,J 房地产业,web.shundao.net/lander
000559,万向钱潮,万向钱潮股份有限公司,"WANXIANG QIANCHAO CO.,LTD",浙江省杭州市萧山区万向路,559,万向钱潮,1/10/1994,"1,225,587,365","624,127,669",华东,浙江,杭州市,C7 机械设备,www.wanxiang.com.cn
000560,昆 百 大,昆明百货大楼(集团)股份有限公司,"KUNMING SINOBRIGHT(GROUP) CO.,LTD",云南省昆明市东风西路99号,560,昆百大Ａ,2/2/1994,"134,400,000","134,386,675",西南,云南,昆明市,H 批发零售,www.51766.com/img/kmbhdl/
000561,烽火电子,陕西烽火电子股份有限公司,"Shaanxi Fenghuo Electronics Co., Ltd",陕西省宝鸡市清姜路72号,561,*ST烽火,5/9/1994,"343,758,915","266,286,224",西北,陕西,宝鸡市,C7 机械设备,www.changling.com.cn
000562,宏源证券,宏源证券股份有限公司,"HONG YUAN SECURITIES CO.,LTD",新疆乌鲁木齐市文艺路233 号宏源大厦,562,宏源证券,2/2/1994,"1,461,204,166","1,461,167,271",西北,新疆,乌鲁木齐市,I 金融保险,www.ehongyuan.com
000563,陕 国 投,陕西省国际信托股份有限公司,"SHAANXI INTERNATIONAL TRUST CORP.,LTD.",陕西省西安市高新区科技路50号金桥国际广场C座,563,陕国投Ａ,1/10/1994,"358,413,026","358,411,568",西北,陕西,西安市,I 金融保险,www.siti.com.cn
000564,西安民生,西安民生集团股份有限公司,"XI’AN MINSHENG GROUP CO., LTD",陕西省西安市解放路103 号,564,西安民生,1/10/1994,"304,311,834","214,296,240",西北,陕西,西安市,H 批发零售,www.cnminsheng.com
000565,渝 三 峡,重庆三峡油漆股份有限公司,"CHONGQING SANXIA PAINTS CO.,LTD",重庆市九龙坡区石坪桥正街121号,565,渝三峡Ａ,4/8/1994,"173,436,888","103,148,295",西南,重庆,重庆市,C4 石化塑胶,www.sanxia.com
000566,海南海药,海南海药股份有限公司,"HAINAN HAIYAO CO.,LTD",海南省海口市海秀大道51号,566,海南海药,5/25/1994,"211,348,992","208,555,391",华南,海南,海口市,C8 医药生物,www.haiyao.com.cn
000567,海德股份,海南海德实业股份有限公司,"HAINAN HAIDE INDUSTRY CO.,LTD",海南省海口市海德路5号,567,海德股份,5/25/1994,"151,200,000","116,530,566",华南,海南,海口市,M 综合类,www.000567.com
000568,泸州老窖,泸州老窖股份有限公司,"LUZHOU LAO JIAO CO.,LTD",四川省泸州市国窖广场,568,泸州老窖,5/9/1994,"1,394,239,476","715,337,699",西南,四川,泸州市,C0 食品饮料,www.Lzlj .com.cn
000570,苏 常 柴,常柴股份有限公司,"CHANGCHAI COMPANY,LIMITED",江苏省常州市怀德中路123号,570,苏常柴Ａ,7/1/1994,"411,374,326","411,365,889",华东,江苏,常州市,C7 机械设备,www.changchai.com.cn
000571,新大洲 A,新大洲控股股份有限公司,"SUNDIRO HOLDING CO., LTD.",海南省海口市桂林洋开发区,571,新大洲Ａ,5/25/1994,"736,064,000","735,422,603",华南,海南,海口市,C7 机械设备,www.sundiro.com
000572,海马股份,海马投资集团股份有限公司,"HAIMA INVESTMENT GROUP CO.,LTD",海南省海口市金盘工业区金盘路12-8号,572,海马股份,8/8/1994,"1,045,834,031","1,042,333,043",华南,海南,海口市,C7 机械设备,
000573,粤 宏 远,东莞宏远工业区股份有限公司,"DONGGUAN WINNERWAY INDUSTRIAL ZONE CO.,LTD",广东省东莞市宏远工业区,573,粤宏远Ａ,8/15/1994,"622,755,604","535,199,319",华南,广东,东莞市,J 房地产业,www.winnerway.com.cn
000576,广东甘化,江门甘蔗化工厂(集团)股份有限公司,"THE JIANGMEN SUGAR CANE CHEMICAL FACTORY（GROUP）CO.,LTD",广东省江门市甘化路56号,576,*ST甘化,9/7/1994,"322,861,324","250,515,952",华南,广东,江门市,C0 食品饮料,www.ganhua.com.cn
000578,盐湖集团,青海盐湖工业集团股份有限公司,"Qinghai Salt Lake Industry Group Co.,Ltd",青海省格尔木市黄河路28号,578,盐湖集团,3/3/1995,"3,067,615,959","236,163,303",西北,青海,海西蒙古族藏族自治州,C4 石化塑胶,www.my0578.com
000581,威孚高科,无锡威孚高科技股份有限公司,"WEIFU HIGH-TECHNOLOGY CO.,LTD",江苏省无锡国家高新技术产业开发区华山路5 号,581,威孚高科,9/24/1998,"452,355,995","352,280,769",华东,江苏,无锡市,C7 机械设备,www.weifu.com.cn
000582,北 海 港,北海市北海港股份有限公司,"BEIHAI PORT CO., LTD",广西北海市海角路145号,582,北 海 港,11/2/1995,"142,122,609","83,701,184",华南,广西,北海市,F 运输仓储,www.bhxl.com.cn
